FIPS,County,State,Region,Population,Median_Income,Healthcare_Access,Insurance_Rate,Education_Rate,Poverty_Rate,No_Vehicle_Rate,Disability_Rate,LEP_Rate,Broadband_Rate,Cluster,Cluster_Name,Lat,Lng
01061,Geneva,Alabama,Southeast,26726.0,50951.0,43.45142380952382,0.1983087630023198,6.779914689815161,19.0532051767199,7.071090047393365,48.84038199181446,0.0,8081.0,2,Urban Diverse,32.137688016331175,-86.64683593254276
01063,Greene,Alabama,Southeast,7589.0,31495.0,45.53312380952382,0.9092106996969298,5.218078798260641,35.9121171770972,13.137965097135332,48.10918774966711,0.0,1834.0,4,Small Towns,32.873883455352676,-86.47905266996514
01065,Hale,Alabama,Southeast,14749.0,41325.0,44.36993636363638,0.6644518272425249,7.458132754763034,23.893193137797457,9.88991156830897,47.860189899545894,0.0,4213.0,2,Urban Diverse,32.31415083257862,-86.75525206391612
01067,Henry,Alabama,Southeast,17450.0,60135.0,44.88421111111112,0.3839541547277937,10.343839541547279,15.794408955048937,8.19868342309994,48.906976744186046,0.0,5348.0,2,Urban Diverse,32.00088672131323,-86.84306423208069
01069,Houston,Alabama,Southeast,107628.0,57531.0,53.86192063492062,0.5063738060727692,9.90634407403278,18.03509694874493,6.566308917122661,47.92431569557256,0.0,36339.0,2,Urban Diverse,32.564963473630954,-87.25472733466451
01071,Jackson,Alabama,Southeast,52839.0,49454.0,45.37154285714286,0.3463350933969227,6.780976172902591,16.7671778377654,4.705937883507977,49.40251993193507,0.0,18404.0,2,Urban Diverse,31.95194690500869,-87.18718830545961
01073,Jefferson,Alabama,Southeast,669744.0,64589.0,63.91091269841272,0.45957858525048373,14.426855634391647,16.33237558760307,6.813778536393082,47.37976502408925,0.0,238034.0,0,Rural Low-Income,32.38085907850142,-86.42760615192907
01075,Lamar,Alabama,Southeast,13809.0,47447.0,40.429429870129866,0.0,4.909841407777536,15.060284983558642,6.0156406657309,49.159233806112006,0.0,3612.0,2,Urban Diverse,31.730298962836066,-86.3277658377176
01077,Lauderdale,Alabama,Southeast,95037.0,59082.0,55.33545180375179,0.3335542999042478,11.23878068541726,13.64000953846821,6.037083838357789,48.10377117561931,0.0,31688.0,2,Urban Diverse,31.91974418533047,-86.99754417452482
01079,Lawrence,Alabama,Southeast,33182.0,60040.0,44.85468571428572,0.12958833102284373,7.296124404797783,13.740318350917851,4.6937999239254475,49.06777602332078,0.0,9785.0,2,Urban Diverse,32.377258370760735,-86.88389890109869
01081,Lee,Alabama,Southeast,177663.0,61123.0,63.06462857142854,0.43227909018760236,14.001789905607808,18.869221414765683,4.876074414223478,49.199877514913695,0.0,59067.0,0,Rural Low-Income,32.53973997399862,-87.2641457499975
01083,Limestone,Alabama,Southeast,107577.0,83534.0,63.42149682539683,0.38298149232642664,13.409000065069671,10.142422234386855,2.783538642212838,48.971252488133516,0.0,35682.0,0,Rural Low-Income,32.36961048435699,-86.43319726189301
01085,Lowndes,Alabama,Southeast,10008.0,35160.0,44.710464935064934,0.3497202238209432,6.3549160671462825,29.591629418935394,9.156452775775053,47.07795507673544,0.0,2689.0,4,Small Towns,32.28350551528352,-86.63613327052329
01087,Macon,Alabama,Southeast,18951.0,45951.0,42.42041904761906,0.7756846604400823,6.917840747190122,22.093734703866865,8.893860998461754,45.36231110161798,0.0,5425.0,2,Urban Diverse,32.22786889132321,-86.1258130254145
01089,Madison,Alabama,Southeast,397135.0,83528.0,72.2663857142857,0.3238193561383409,18.566986037493546,10.482494149148708,3.752100400691824,48.98598528684534,0.0,148345.0,0,Rural Low-Income,31.87464340288977,-87.2536292308719
01091,Marengo,Alabama,Southeast,19027.0,44205.0,42.806123809523825,0.40994376412466493,8.209386661060599,22.56571246142386,9.100459619172685,47.44230564713389,0.0,5823.0,2,Urban Diverse,32.102246737481586,-87.05350315960729
01093,Marion,Alabama,Southeast,29190.0,50714.0,43.66296666666668,0.2089756766015759,6.002055498458376,16.847673766816143,4.4509839985286,48.93192323854882,0.0,8327.0,2,Urban Diverse,32.18000836871206,-86.80972163098977
01095,Marshall,Alabama,Southeast,98712.0,60946.0,56.72732063492062,0.7101466893589431,9.589512926493232,16.28593165275322,3.9651864416205544,49.644946767632256,0.0,32159.0,2,Urban Diverse,32.63533666786567,-86.6437041849097
01097,Mobile,Alabama,Southeast,413162.0,58119.0,62.780800000000006,0.41025070069367464,10.999075423199617,16.268674389690354,6.246456540836225,47.636104554936395,0.0,134641.0,0,Rural Low-Income,32.42128548687054,-86.98856705501905
01099,Monroe,Alabama,Southeast,19580.0,40225.0,43.854471428571436,0.6026557711950971,4.300306435137896,22.6066718386346,5.083829096809086,48.15179636062004,0.0,5085.0,2,Urban Diverse,31.789287953391177,-87.25148443618147
01101,Montgomery,Alabama,Southeast,227197.0,58153.0,61.770457142857104,0.5444614145433259,13.210121612521291,19.28821829442548,6.644269427768905,46.29197813989921,0.0,80757.0,0,Rural Low-Income,32.41542519081844,-86.54973698843057
01103,Morgan,Alabama,Southeast,123742.0,64858.0,59.66361847041845,0.6570121704837484,10.49684019977049,13.561489033513977,5.0192812602559895,49.00035334817944,0.0,40550.0,0,Rural Low-Income,32.202675315875105,-86.61384585498176
01105,Perry,Alabama,Southeast,8231.0,34368.0,44.86368095238097,0.10934272870854088,6.6213096829060865,31.238095238095237,13.708920187793428,45.758290895540924,0.0,2283.0,4,Small Towns,32.11512339990821,-87.26880964022548
01107,Pickens,Alabama,Southeast,18843.0,47014.0,43.25140952380952,0.23881547524279573,6.607228148384016,22.57144520109423,6.680103656780881,52.710247760846805,0.0,5247.0,2,Urban Diverse,32.50170288665226,-86.36012287955779
01109,Pike,Alabama,Southeast,32953.0,47961.0,44.11034920634922,0.3884320092252602,9.413406973568415,23.402369777135917,5.8151527171757245,47.54564638957702,0.0,10144.0,2,Urban Diverse,32.627499856748784,-86.43422051632136
01111,Randolph,Alabama,Southeast,22310.0,51551.0,44.81790634920636,0.3451367099955177,8.511878081577768,18.380249192431933,4.240166538840802,48.918612559510315,0.0,7363.0,2,Urban Diverse,32.597584035734855,-86.84858140110087
01113,Russell,Alabama,Southeast,58858.0,50046.0,45.324726984127004,0.6999898059736994,7.34479594957355,22.248532894059508,8.257652203161788,46.48551617331315,0.0,18422.0,2,Urban Diverse,32.066434743033206,-86.87046085504959
01115,St. Clair,Alabama,Southeast,92903.0,78993.0,62.264868253968245,0.23357695661065844,9.495925858153127,11.172759160802135,3.564695304115787,48.69367830657513,0.0,31144.0,0,Rural Low-Income,32.225436287244634,-86.68067689155363
01117,Shelby,Alabama,Southeast,226955.0,93543.0,72.89482857142852,0.31636227445969467,20.686039082637528,6.922738969434507,2.617837825180884,48.497388116150965,0.0,79911.0,0,Rural Low-Income,32.41757902942107,-87.2469812281025
01119,Sumter,Alabama,Southeast,12020.0,37981.0,44.970722077922076,0.6073211314475874,6.264559068219635,28.114021880959548,4.952780692549843,44.31808609215736,0.0,3648.0,2,Urban Diverse,32.610863538136705,-86.89028740833436
01121,Talladega,Alabama,Southeast,81170.0,56249.0,51.6406,0.5753357151657017,6.544289762227424,17.653214138073583,6.79558515005017,47.40638428483732,0.0,28305.0,2,Urban Diverse,32.17444772864641,-87.76325341784367
01123,Tallapoosa,Alabama,Southeast,41070.0,57185.0,44.495949206349195,0.2532261991721451,8.668127587046506,15.205200734454866,5.982596084118927,48.18294496777392,0.0,13576.0,2,Urban Diverse,32.26250230700085,-86.55171774179883
01125,Tuscaloosa,Alabama,Southeast,234036.0,63947.0,63.85285021645019,0.32559093472799056,11.22092327676084,16.65120678052418,5.811728854723963,48.1753429855045,0.0,76353.0,0,Rural Low-Income,31.98629950779819,-87.52689728897674
01127,Walker,Alabama,Southeast,64886.0,54509.0,47.53654603174604,0.9740159664642605,6.6701599728755046,17.979454748533044,4.2144668518294885,48.961262105592,0.0,20303.0,2,Urban Diverse,31.959338012775795,-86.3009320686284
01129,Washington,Alabama,Southeast,15270.0,60503.0,43.631395238095244,0.20301244269810087,6.005239030779306,18.446601941747574,4.984149348362099,49.82152300370174,0.0,4509.0,2,Urban Diverse,32.56195774671826,-87.03434803758658
01131,Wilcox,Alabama,Southeast,10347.0,42236.0,40.42296272727272,0.028993911278631487,5.354208949453948,29.03225806451613,13.322502030869213,47.71653543307087,0.0,2697.0,4,Small Towns,32.725072008571246,-86.98696679277246
01133,Winston,Alabama,Southeast,23637.0,48032.0,43.58866507936511,0.5076786394212464,5.969454668528154,19.46352209407801,4.984991423670669,50.111578405287105,0.0,7258.0,2,Urban Diverse,32.2965969635259,-87.1533935624338
02013,"Aleutians East Borough, Alaska",Alaska,West,3423.0,72692.0,50.6124380952381,1.7820625182588372,9.815950920245399,12.433862433862434,25.951903807615228,61.67840375586855,0.0,579.0,3,Wealthy Metro,64.3695598693676,-152.39341554956883
02016,"Aleutians West Census Area, Alaska",Alaska,West,5178.0,107344.0,51.20591428571429,0.4248744689069139,11.220548474314407,9.235412474849095,9.621289662231321,68.76750700280112,0.0,757.0,1,Suburban Middle-Class,64.17699080751429,-151.71078746194078
02020,"Anchorage Municipality, Alaska",Alaska,West,289069.0,98152.0,72.59207301587301,0.9668971767986191,15.573790340714499,9.269889295762699,5.61241517410168,49.77288672544609,0.0,101702.0,0,Rural Low-Income,63.874964073618465,-153.27332346261403
02050,"Bethel Census Area, Alaska",Alaska,West,18487.0,70616.0,48.4738585858586,1.0547952615351328,3.0616108616865905,24.03203534935101,61.25295001072731,52.868447082096935,0.0,3759.0,4,Small Towns,64.17691868165252,-151.76741384556473
02060,"Bristol Bay Borough, Alaska",Alaska,West,878.0,100625.0,46.772279999999995,0.0,15.945330296127564,9.673659673659674,10.60070671378092,60.256410256410255,0.0,228.0,1,Suburban Middle-Class,64.52991096993979,-152.1429906075593
02063,"Chugach Census Area, Alaska",Alaska,West,6964.0,88565.0,51.35819365079367,0.9764503159103963,14.144170017231476,4.805424528301887,5.375139977603583,53.71420047732697,0.0,2522.0,1,Suburban Middle-Class,64.05775218826702,-152.76100865914287
02066,"Copper River Census Area, Alaska",Alaska,West,2626.0,75053.0,51.62024126984128,1.4470677837014472,12.147753236862147,11.37678364828384,5.7591623036649215,50.38284839203675,0.0,930.0,1,Suburban Middle-Class,64.5378930967442,-152.7083249572197
02068,"Denali Borough, Alaska",Alaska,West,2029.0,88935.0,51.781685714285715,0.14785608674223755,12.863479546574666,6.569709127382146,7.129455909943714,62.726358148893354,0.0,436.0,1,Suburban Middle-Class,63.28257646877308,-151.6076427891167
02070,"Dillingham Census Area, Alaska",Alaska,West,4780.0,74250.0,50.24154126984129,1.2761506276150627,7.8242677824267775,16.329113924050635,38.033261026753436,51.50241647404917,0.0,1108.0,4,Small Towns,64.31507075131256,-152.65640275197708
02090,"Fairbanks North Star Borough, Alaska",Alaska,West,95555.0,84722.0,64.24117301587304,0.8298885458636388,12.716236722306526,6.1693328980302535,4.867868199911544,50.78985657867388,0.0,32769.0,0,Rural Low-Income,64.09461412047145,-152.73954020423838
02100,"Haines Borough, Alaska",Alaska,West,2077.0,72607.0,50.79426666666669,0.19258545979778527,15.647568608570053,6.09284332688588,9.010011123470523,50.483558994197296,0.0,730.0,1,Suburban Middle-Class,63.97879779486024,-151.8232741830541
02105,"Hoonah-Angoon Census Area, Alaska",Alaska,West,2313.0,62500.0,50.27567936507936,1.124081279723303,12.019022913964548,12.5810635538262,28.850325379609544,57.11197578901859,0.0,603.0,1,Suburban Middle-Class,64.09602823296065,-152.14277884948564
02110,"Juneau City and Borough, Alaska",Alaska,West,31969.0,100513.0,50.0011380952381,0.6787825706152836,18.342769558009323,8.185473576716875,8.608616227736338,50.52988825921301,0.0,12261.0,1,Suburban Middle-Class,63.47222932561973,-152.65337023061457
02122,"Kenai Peninsula Borough, Alaska",Alaska,West,59843.0,77722.0,52.10459523809525,1.1713984927226242,13.552128068445764,11.615574107020665,5.129277884695841,51.48589170561944,0.0,20762.0,1,Suburban Middle-Class,64.00259843364874,-152.19155000983815
02130,"Ketchikan Gateway Borough, Alaska",Alaska,West,13870.0,89155.0,49.79571096681099,1.0093727469358327,13.100216294160058,9.491129444403883,11.45703611457036,51.36870065668118,0.0,5062.0,1,Suburban Middle-Class,64.17563377145352,-152.6885010734561
02150,"Kodiak Island Borough, Alaska",Alaska,West,12878.0,83716.0,49.79163160173162,0.6833359217269763,13.410467463891909,7.701506816551064,7.400173611111111,51.65507416408279,0.0,4228.0,1,Suburban Middle-Class,64.51186821342246,-151.83787144063095
02158,"Kusilvak Census Area, Alaska",Alaska,West,8277.0,48233.0,46.291441269841286,1.8484958318231244,2.343844388063308,31.21563836285889,84.45267054468535,53.475417776701384,0.0,1525.0,4,Small Towns,63.91301893451791,-151.85365161405073
02164,"Lake and Peninsula Borough, Alaska",Alaska,West,1007.0,64000.0,49.702133333333336,1.8867924528301887,7.944389275074479,15.230460921843688,46.8944099378882,53.938185443669,0.0,239.0,4,Small Towns,63.825951919132045,-152.0653975204712
02170,"Matanuska-Susitna Borough, Alaska",Alaska,West,110677.0,90625.0,64.17508730158733,1.4031822329842696,10.399631359722436,10.305616101655614,3.780051408699158,51.13859497287287,0.0,36539.0,1,Suburban Middle-Class,63.91797288692464,-152.13353557550118
02180,"Nome Census Area, Alaska",Alaska,West,9925.0,76643.0,49.4621585858586,1.3299748110831235,4.69521410579345,21.132783978303955,54.4508255563532,51.58705701078582,0.0,2326.0,4,Small Towns,64.34312063531063,-151.57372475005306
02185,"North Slope Borough, Alaska",Alaska,West,10891.0,86313.0,49.1701585858586,2.3872922596639428,5.940684969240658,8.348845867460907,38.36734693877551,60.933321036613485,0.0,1560.0,3,Wealthy Metro,64.16712533289791,-152.27832546904472
02188,"Northwest Arctic Borough, Alaska",Alaska,West,7611.0,81298.0,49.8946650793651,3.192747339377217,4.532912889239259,18.406703019018487,64.11667583929554,52.67609356416016,0.0,1604.0,4,Small Towns,63.90957193886989,-152.7509496501683
02195,"Petersburg Borough, Alaska",Alaska,West,3394.0,77026.0,50.872441269841275,0.5303476723629935,13.759575721862111,5.695243865495304,11.751326762699014,48.98454076993028,0.0,1143.0,1,Suburban Middle-Class,64.222480229934,-152.09841043486708
02198,"Prince of Wales-Hyder Census Area, Alaska",Alaska,West,5730.0,59079.0,47.01646031746033,1.762652705061082,8.603839441535776,15.07908611599297,8.986371379897786,55.203778205352464,0.0,1820.0,3,Wealthy Metro,64.09762326480441,-151.44378118018514
02220,"Sitka City and Borough, Alaska",Alaska,West,8393.0,101207.0,50.20452698412701,0.6910520671988561,15.846538782318598,8.38104519429894,11.390236939765915,50.15768891131576,0.0,3143.0,1,Suburban Middle-Class,64.35909349715986,-152.68410379727433
02230,"Skagway Municipality, Alaska",Alaska,West,1308.0,78594.0,51.483257142857155,0.3058103975535168,16.896024464831804,6.192660550458716,9.090909090909092,40.67278287461774,0.0,404.0,0,Rural Low-Income,63.85788407183679,-152.4227851066776
02240,"Southeast Fairbanks Census Area, Alaska",Alaska,West,6936.0,74223.0,51.16482222222221,1.31199538638985,8.996539792387544,13.26634629386923,5.279099956728689,57.0172868444184,0.0,1829.0,1,Suburban Middle-Class,63.97020135602067,-152.1116215847594
02275,"Wrangell City and Borough, Alaska",Alaska,West,2106.0,64545.0,50.05334285714287,1.6144349477682813,10.351377018043685,10.892514395393475,8.881578947368421,51.3176808816483,0.0,810.0,1,Suburban Middle-Class,63.95086755406035,-152.2997619396023
02282,"Yakutat City and Borough, Alaska",Alaska,West,506.0,80625.0,50.8164380952381,1.5810276679841897,8.49802371541502,7.784431137724551,15.458937198067632,65.46906187624751,0.0,170.0,1,Suburban Middle-Class,63.62944551556036,-152.67112143215093
02290,"Yukon-Koyukuk Census Area, Alaska",Alaska,West,5271.0,52642.0,46.40171746031748,2.4852969076076645,5.729463099981028,20.764818355640536,44.28139835994821,53.180952380952384,0.0,1236.0,4,Small Towns,64.15733608311938,-151.8294568575078
04001,Apache,Arizona,Southwest,65680.0,40338.0,46.28707142857145,2.449756394640682,5.738428745432399,31.223746849621953,11.654190518127109,49.116270476659686,0.0,10896.0,3,Wealthy Metro,34.12721658165397,-110.1656837111931
04003,Cochise,Arizona,Southwest,125458.0,58970.0,56.368332756132745,1.0075084888966825,12.001626042181448,15.538536307419015,6.018701957365876,48.36219078264127,0.0,43476.0,2,Urban Diverse,34.05043403699274,-111.01524741639044
04005,Coconino,Arizona,Southwest,144643.0,69748.0,61.36053492063492,0.7916041564403392,14.16038107616684,17.6834226853804,5.730584243689646,49.309398979202115,0.0,44552.0,0,Rural Low-Income,33.97852385998746,-111.4553273158944
04007,Gila,Arizona,Southwest,53610.0,59089.0,46.221357142857144,1.1098675620220109,9.309830255549338,17.775271016958875,5.698189480927192,49.40084966946714,0.0,18764.0,2,Urban Diverse,33.624288777384876,-111.71328421002138
04009,Graham,Arizona,Southwest,38860.0,67326.0,46.9688984126984,0.6716417910447761,6.1940298507462686,17.677007860799506,5.321027287319422,49.9944422831101,0.0,10476.0,2,Urban Diverse,33.922706403170395,-110.99050960751153
04011,Greenlee,Arizona,Southwest,9452.0,75239.0,44.86041272727273,0.06347862886161659,10.008463817181548,10.794730131746705,2.148664343786295,52.20299394840217,0.0,2992.0,1,Suburban Middle-Class,33.946085645041975,-110.6521490626735
04012,La Paz,Arizona,Southwest,16605.0,49506.0,45.15135079365083,1.5296597410418549,7.015959048479374,18.44499078057775,3.645774727129515,51.30724901425538,0.0,6728.0,2,Urban Diverse,33.808216819233515,-110.90363290140185
04013,Maricopa,Arizona,Southwest,4491987.0,85518.0,79.78296666666667,1.0310136694518484,15.173507848531173,11.250356744752436,5.136265997070714,49.58197038048851,29.0,1562653.0,5,Rural Disadvantaged,34.0005142865002,-111.09466153636754
04015,Mohave,Arizona,Southwest,217420.0,55799.0,62.74711428571426,0.7588998252230705,7.152515867905436,16.83167385486579,4.413874240188237,50.13344445901148,0.0,84037.0,2,Urban Diverse,34.170115257044365,-111.32940866071571
04017,Navajo,Arizona,Southwest,107744.0,52752.0,52.75569523809525,2.1133427383427383,6.963728838728839,24.712485136741975,8.958157820836844,49.28748421642252,0.0,27946.0,3,Wealthy Metro,34.61475577036316,-111.53056545308723
04019,Pima,Arizona,Southwest,1049947.0,67929.0,72.57688730158723,0.7947067804374888,13.97403868957195,14.352333331374773,7.153481141159955,48.73937059096203,8.0,391771.0,0,Rural Low-Income,34.101273343849556,-110.75979946947004
04021,Pinal,Arizona,Southwest,449219.0,77588.0,71.78545714285715,1.2303575761488272,10.586373238887937,10.871788658989193,3.6382027189505894,50.03830563719687,0.0,144171.0,0,Rural Low-Income,34.126165117216836,-110.72819135144576
04023,Santa Cruz,Arizona,Southwest,48209.0,53614.0,45.69967142857144,1.1159741956896014,9.973241510921198,20.213231160069135,5.054709800190295,48.07652275282068,0.0,14170.0,2,Urban Diverse,34.02656622527015,-111.71199191467629
04025,Yavapai,Arizona,Southwest,241656.0,66106.0,66.05089999999998,1.0684609527592943,13.514251663521701,12.594464804751674,3.9044995408631773,49.14336377486035,0.0,98404.0,0,Rural Low-Income,33.47326863541029,-110.45776440872773
04027,Yuma,Arizona,Southwest,207685.0,60417.0,61.90748095238093,1.526350001203746,6.899872402917881,16.45786674132139,5.565452583124196,49.56767827595948,0.0,66518.0,2,Urban Diverse,34.040945837365236,-110.8640715116424
05001,Arkansas,Arkansas,Southeast,16773.0,60831.0,44.64735555555557,0.506766827639659,6.814523341083885,14.715698768129135,8.425686959161986,48.87208950710614,0.0,5333.0,2,Urban Diverse,34.764569062982304,-91.72256214194168
05003,Ashley,Arkansas,Southeast,18722.0,44481.0,42.52494761904763,0.20831107787629527,6.041021258412563,22.716248989490705,9.445756355049312,47.23810551300032,0.0,5736.0,2,Urban Diverse,35.48547263374558,-92.81925109939404
05005,Baxter,Arkansas,Southeast,42150.0,48427.0,45.64181587301589,0.14709371293001186,10.241992882562277,14.457686866022398,4.619213022966457,48.751167413012766,0.0,16492.0,2,Urban Diverse,34.68879171056566,-92.82872966216617
05007,Benton,Arkansas,Southeast,294541.0,89879.0,73.00278253968253,0.9112483491262676,15.820208392040497,7.610934056678047,2.877390472475317,50.10088113096111,0.0,100151.0,0,Rural Low-Income,34.83696420270008,-92.34198772390691
05009,Boone,Arkansas,Southeast,37896.0,54195.0,44.97848095238097,0.4037365421152629,7.562803462106818,13.442631734040559,6.007090336134454,49.05273255349197,0.0,13379.0,2,Urban Diverse,34.73608646908843,-92.08128622924191
05011,Bradley,Arkansas,Southeast,10354.0,39565.0,45.988712554112574,0.724357736140622,6.982808576395596,20.05850804485617,8.555555555555555,47.69275700934579,0.0,2794.0,2,Urban Diverse,34.39589658871414,-91.56385567082921
